locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	gene_name	annotation	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_2812	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3107830	3109476	+	ABK09562.1			Bcen2424_2812	2-isopropylmalate synthase			1647	548		3	"00620 Pyruvate metabolism [PATH:ko00620]|00290 Valine, leucine and isoleucine biosynthesis [PATH:ko00290]"
Bcen2424_2813	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3109620	3110003	-	ABK09563.1			Bcen2424_2813	conserved hypothetical protein			384	127			
Bcen2424_2814	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3110049	3110618	-	ABK09564.1			Bcen2424_2814	conserved hypothetical protein			570	189			
Bcen2424_2815	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3110979	3111914	+	ABK09565.1			Bcen2424_2815	"RNA polymerase, sigma 32 subunit, RpoH"			936	311			
Bcen2424_2816	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3112280	3112555	+	ABK09566.1			Bcen2424_2816	conserved hypothetical protein			276	91			
Bcen2424_2817	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3112545	3114125	+	ABK09567.1			Bcen2424_2817	cytochrome bd quinol oxidase subunit 1 apoprotein			1581	526		3	00190 Oxidative phosphorylation [PATH:ko00190]|02020 Two-component system [PATH:ko02020]
Bcen2424_2818	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3114157	3115293	+	ABK09568.1			Bcen2424_2818	cytochrome bd quinol oxidase subunit 2 apoprotein			1137	378		3	00190 Oxidative phosphorylation [PATH:ko00190]|02020 Two-component system [PATH:ko02020]
Bcen2424_2819	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3115356	3115478	+	ABK09569.1			Bcen2424_2819	cyd operon protein YbgT			123	40		3	00190 Oxidative phosphorylation [PATH:ko00190]|02020 Two-component system [PATH:ko02020]
Bcen2424_2820	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3116035	3118548	+	ABK09570.1			Bcen2424_2820	beta-N-acetylhexosaminidase			2514	837		3	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|00511 Other glycan degradation [PATH:ko00511]
Bcen2424_2821	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3118742	3120511	-	ABK09571.1			Bcen2424_2821	"PTS system N-acetylglucosamine-specific IIC component, Glc family / PTS system N-acetylglucosamine-specific IIB component, Glc family"			1770	589		3	00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|02060 Phosphotransferase system (PTS) [PATH:ko02060]
Bcen2424_2822	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3120612	3123194	-	ABK09572.1			Bcen2424_2822	"Phosphocarrier protein HPr / PTS system IIA component, Glc family"			2583	860		3	00051 Fructose and mannose metabolism [PATH:ko00051]|02060 Phosphotransferase system (PTS) [PATH:ko02060]
Bcen2424_2823	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3123210	3124241	-	ABK09573.1			Bcen2424_2823	glutamine--fructose-6-phosphate transaminase			1032	343		3	"00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
Bcen2424_2824	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3124234	3125337	-	ABK09574.1			Bcen2424_2824	N-acetylglucosamine 6-phosphate deacetylase			1104	367			
Bcen2424_2825	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3125460	3126194	-	ABK09575.1			Bcen2424_2825	"transcriptional regulator, GntR family"			735	244			
Bcen2424_2826	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3126507	3129722	-	ABK09576.1			Bcen2424_2826	"DNA polymerase III, alpha subunit"			3216	1071			
Bcen2424_2827	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3129729	3131225	-	ABK09577.1			Bcen2424_2827	conserved hypothetical protein			1497	498			
Bcen2424_2828	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3131158	3131865	-	ABK09578.1			Bcen2424_2828	conserved hypothetical protein			708	235			
Bcen2424_2829	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3132032	3132826	-	ABK09579.1			Bcen2424_2829	ABC transporter related protein			795	264			
Bcen2424_2830	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3132828	3133724	-	ABK09580.1			Bcen2424_2830	inner-membrane translocator			897	298			
Bcen2424_2831	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3133864	3134829	-	ABK09581.1			Bcen2424_2831	protein of unknown function DUF534			966	321			
Bcen2424_2832	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3135163	3135471	+	ABK09582.1			Bcen2424_2832	conserved hypothetical protein			309	102			
Bcen2424_2833	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3135551	3136366	-	ABK09583.1			Bcen2424_2833	"lipoprotein, YaeC family"			816	271			
Bcen2424_2834	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3136578	3138215	-	ABK09584.1			Bcen2424_2834	methyl-accepting chemotaxis sensory transducer			1638	545		3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_2835	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3138443	3138733	+	ABK09585.1			Bcen2424_2835	YCII-related protein			291	96			
Bcen2424_2836	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3138887	3139504	-	ABK09586.1			Bcen2424_2836	electron transport protein SCO1/SenC			618	205			
Bcen2424_2837	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3139523	3140425	-	ABK09587.1			Bcen2424_2837	protoheme IX farnesyltransferase			903	300		3	00190 Oxidative phosphorylation [PATH:ko00190]|00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
Bcen2424_2838	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3140434	3141546	-	ABK09588.1			Bcen2424_2838	cytochrome oxidase assembly			1113	370		3	00190 Oxidative phosphorylation [PATH:ko00190]|00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]|02020 Two-component system [PATH:ko02020]
Bcen2424_2839	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3141572	3142198	-	ABK09589.1			Bcen2424_2839	conserved hypothetical protein			627	208			
Bcen2424_2840	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3142259	3142972	-	ABK09590.1			Bcen2424_2840	surfeit locus 1			714	237			
Bcen2424_2841	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3143054	3143263	+	ABK09591.1			Bcen2424_2841	conserved hypothetical protein			210	69			
Bcen2424_2842	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3143438	3144295	-	ABK09592.1			Bcen2424_2842	"cytochrome c oxidase, subunit III"			858	285			
Bcen2424_2843	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3144470	3144670	-	ABK09593.1			Bcen2424_2843	conserved hypothetical protein			201	66			
Bcen2424_2844	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3144687	3145295	-	ABK09594.1			Bcen2424_2844	cytochrome c oxidase assembly protein CtaG/Cox11			609	202			
Bcen2424_2845	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3145331	3145471	-	ABK09595.1			Bcen2424_2845	conserved hypothetical protein			141	46			
Bcen2424_2846	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3145552	3147159	-	ABK09596.1			Bcen2424_2846	Cytochrome-c oxidase			1608	535			
Bcen2424_2847	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3147203	3148801	-	ABK09597.1			Bcen2424_2847	"cytochrome c oxidase, subunit II"			1599	532			
Bcen2424_2848	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3148858	3149382	-	ABK09598.1			Bcen2424_2848	integral membrane protein-like protein			525	174			
Bcen2424_2849	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3149578	3150543	-	ABK09599.1			Bcen2424_2849	Methyltransferase type 11			966	321			
Bcen2424_2850	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3150625	3151422	+	ABK09600.1			Bcen2424_2850	phosphoribosyltransferase			798	265			
Bcen2424_2851	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3151472	3151990	+	ABK09601.1			Bcen2424_2851	"RNA methyltransferase, TrmH family, group 2"			519	172			
Bcen2424_2852	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3152022	3152546	-	ABK09602.1			Bcen2424_2852	Appr-1-p processing domain protein			525	174			
Bcen2424_2853	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3152639	3153637	-	ABK09603.1			Bcen2424_2853	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))			999	332			
Bcen2424_2854	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3153664	3154158	-	ABK09604.1			Bcen2424_2854	protein translocase subunit secB			495	164		3	03060 Protein export [PATH:ko03060]|03070 Bacterial secretion system [PATH:ko03070]|02024 Quorum sensing [PATH:ko02024]
Bcen2424_2855	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3154266	3154526	-	ABK09605.1			Bcen2424_2855	glutaredoxin 3			261	86			
Bcen2424_2856	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3154523	3154945	-	ABK09606.1			Bcen2424_2856	Rhodanese domain protein			423	140			
Bcen2424_2857	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3155015	3155827	+	ABK09607.1			Bcen2424_2857	phosphoglycerate mutase			813	270		3	"00010 Glycolysis / Gluconeogenesis [PATH:ko00010]|00680 Methane metabolism [PATH:ko00680]|00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
Bcen2424_2858	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3156084	3157631	+	ABK09608.1			Bcen2424_2858	carboxyl-terminal protease			1548	515			
Bcen2424_2859	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3157735	3158487	+	ABK09609.1			Bcen2424_2859	UBA/THIF-type NAD/FAD binding protein			753	250			
Bcen2424_2860	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3158555	3160333	-	ABK09610.1			Bcen2424_2860	phosphoenolpyruvate--protein phosphotransferase			1779	592			
Bcen2424_2861	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3160529	3160798	-	ABK09611.1			Bcen2424_2861	"phosphocarrier, HPr family"			270	89			
Bcen2424_2862	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3160873	3161343	-	ABK09612.1			Bcen2424_2862	PTS system fructose subfamily IIA component			471	156		3	00053 Ascorbate and aldarate metabolism [PATH:ko00053]|02060 Phosphotransferase system (PTS) [PATH:ko02060]
Bcen2424_2863	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3161581	3162537	-	ABK09613.1			Bcen2424_2863	glutathione synthase			957	318		3	00270 Cysteine and methionine metabolism [PATH:ko00270]|00480 Glutathione metabolism [PATH:ko00480]
Bcen2424_2864	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3162563	3163852	-	ABK09614.1			Bcen2424_2864	glutamate--cysteine ligase			1290	429		3	00270 Cysteine and methionine metabolism [PATH:ko00270]|00480 Glutathione metabolism [PATH:ko00480]
Bcen2424_2865	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3164096	3165598	-	ABK09615.1			Bcen2424_2865	ammonium transporter			1503	500			
Bcen2424_2866	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3165636	3166046	-	ABK09616.1			Bcen2424_2866	nitrogen regulatory protein P-II			411	136			
Bcen2424_2867	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3166330	3166581	+	ABK09617.1			Bcen2424_2867	protein of unknown function DUF526			252	83			
Bcen2424_2868	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3166826	3168430	+	ABK09618.1			Bcen2424_2868	"Mg chelatase, subunit ChlI"			1605	534			
Bcen2424_2869	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3168764	3169366	-	ABK09619.1			Bcen2424_2869	conserved hypothetical protein			603	200			
Bcen2424_2870	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3169494	3170030	+	ABK09620.1			Bcen2424_2870	Redoxin domain protein			537	178			
Bcen2424_2871	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3170134	3171486	-	ABK09621.1			Bcen2424_2871	"two component, sigma54 specific, transcriptional regulator, Fis family"			1353	450			
Bcen2424_2872	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3171574	3173583	-	ABK09622.1			Bcen2424_2872	periplasmic sensor signal transduction histidine kinase			2010	669			
Bcen2424_2873	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3173588	3174880	-	ABK09623.1			Bcen2424_2873	sodium:dicarboxylate symporter			1293	430			
Bcen2424_2874	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3175237	3176922	-	ABK09624.1			Bcen2424_2874	SSS sodium solute transporter superfamily			1686	561			
Bcen2424_2875	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3176934	3177239	-	ABK09625.1			Bcen2424_2875	protein of unknown function DUF485			306	101			
Bcen2424_2876	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3177335	3178540	-	ABK09626.1			Bcen2424_2876	L-carnitine dehydratase/bile acid-inducible protein F			1206	401			
Bcen2424_2877	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3178571	3179716	-	ABK09627.1			Bcen2424_2877	acyl-CoA dehydrogenase domain protein			1146	381			
Bcen2424_2878	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3179731	3180939	-	ABK09628.1			Bcen2424_2878	acyl-CoA dehydrogenase domain protein			1209	402			
Bcen2424_2881	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3183283	3184245	+	ABK09629.1			Bcen2424_2881	"transcriptional regulator, LysR family"			963	320			
Bcen2424_2882	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3184347	3186221	+	ABK09630.1			Bcen2424_2882	"gamma-glutamyltransferase 1, Threonine peptidase, MEROPS family T03"			1875	624		3	00430 Taurine and hypotaurine metabolism [PATH:ko00430]|00460 Cyanoamino acid metabolism [PATH:ko00460]|00480 Glutathione metabolism [PATH:ko00480]
Bcen2424_2883	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3186622	3188415	+	ABK09631.1			Bcen2424_2883	YadA C-terminal domain protein			1794	597			
Bcen2424_2884	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3188535	3189344	-	ABK09632.1			Bcen2424_2884	binding-protein-dependent transport systems inner membrane component			810	269		3	00920 Sulfur metabolism [PATH:ko00920]|02010 ABC transporters [PATH:ko02010]
Bcen2424_2885	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3189500	3190297	-	ABK09633.1			Bcen2424_2885	ABC transporter related protein			798	265		3	00920 Sulfur metabolism [PATH:ko00920]|02010 ABC transporters [PATH:ko02010]
Bcen2424_2886	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3190338	3191354	-	ABK09634.1			Bcen2424_2886	"taurine ABC transporter, periplasmic binding protein"			1017	338		3	00920 Sulfur metabolism [PATH:ko00920]|02010 ABC transporters [PATH:ko02010]
Bcen2424_2887	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3191615	3192607	-	ABK09635.1			Bcen2424_2887	lipoic acid synthetase			993	330			
Bcen2424_2888	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3192600	3193355	-	ABK09636.1			Bcen2424_2888	lipoate-protein ligase B			756	251			
Bcen2424_2889	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3193440	3193766	-	ABK09637.1			Bcen2424_2889	conserved hypothetical protein			327	108			
Bcen2424_2890	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3193869	3194858	+	ABK09638.1			Bcen2424_2890	"transcriptional regulator, LysR family"			990	329			
Bcen2424_2891	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3194881	3195189	-	ABK09639.1			Bcen2424_2891	protein of unknown function DUF493			309	102			
Bcen2424_2892	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3195189	3196115	-	ABK09640.1			Bcen2424_2892	branched chain amino acid: 2-keto-4-methylthiobutyrate aminotransferase			927	308		3	00310 Lysine degradation [PATH:ko00310]|00330 Arginine and proline metabolism [PATH:ko00330]|00360 Phenylalanine metabolism [PATH:ko00360]|00472 D-Arginine and D-ornithine metabolism [PATH:ko00472]|00473 D-Alanine metabolism [PATH:ko00473]
Bcen2424_2893	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3196164	3197474	-	ABK09641.1			Bcen2424_2893	"penicillin-binding protein 6, Serine peptidase, MEROPS family S11"			1311	436			
Bcen2424_2894	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3198116	3199219	+	ABK09642.1			Bcen2424_2894	"transposase, IS4 family"			1104	367			
Bcen2424_2895	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3199379	3200023	-	ABK09643.1			Bcen2424_2895	hydrolase of the alpha/beta superfamily-like protein			645	214			
Bcen2424_2896	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3200037	3200354	-	ABK09644.1			Bcen2424_2896	ferredoxin-like protein			318	105			
Bcen2424_2897	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3200509	3201660	-	ABK09645.1			Bcen2424_2897	VanZ like protein			1152	383			
Bcen2424_2898	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3201692	3202315	-	ABK09646.1			Bcen2424_2898	ABC-type uncharacterized transport system auxiliary component-like protein			624	207			
Bcen2424_2899	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3202445	3203374	-	ABK09647.1			Bcen2424_2899	Mammalian cell entry related domain protein			930	309			
Bcen2424_2900	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3203392	3204306	-	ABK09648.1			Bcen2424_2900	ABC transporter related protein			915	304			
Bcen2424_2901	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3204303	3205646	-	ABK09649.1			Bcen2424_2901	protein of unknown function DUF140			1344	447			
Bcen2424_2902	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3205795	3207864	+	ABK09650.1			Bcen2424_2902	5'-Nucleotidase domain protein			2070	689		3	00230 Purine metabolism [PATH:ko00230]|00240 Pyrimidine metabolism [PATH:ko00240]
Bcen2424_2903	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3207861	3208718	+	ABK09651.1			Bcen2424_2903	Sel1 domain protein repeat-containing protein			858	285			
Bcen2424_2904	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3209002	3209922	+	ABK09652.1			Bcen2424_2904	biotin--acetyl-CoA-carboxylase ligase			921	306			
Bcen2424_2905	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3209919	3210716	+	ABK09653.1			Bcen2424_2905	"putative transcriptional acitvator, Baf family"			798	265			
Bcen2424_2906	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3210910	3211152	+	ABK09654.1			Bcen2424_2906	conserved hypothetical protein			243	80			
Bcen2424_2907	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3211169	3211654	-	ABK09655.1			Bcen2424_2907	rfaE bifunctional protein			486	161			
Bcen2424_2908	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	3211816	3212694	-	ABK09656.1			Bcen2424_2908	conserved hypothetical protein			879	292			
