"Gene","product_accession","Description","chromosome","start","end","strand","feature_interval_length","product_length","assembly_unit","level","annotation"
"Bcen2424_4004","ABK10740.1","short-chain dehydrogenase/reductase SDR","2"," 892176"," 892895","+","  720"," 239","Primary Assembly",NA,""
"Bcen2424_4005","ABK10741.1","Antibiotic biosynthesis monooxygenase","2"," 893139"," 893474","+","  336"," 111","Primary Assembly",NA,""
"Bcen2424_4006","ABK10742.1","Alcohol dehydrogenase","2"," 893471"," 894628","+"," 1158"," 385","Primary Assembly"," 3","00010 Glycolysis / Gluconeogenesis PATH:ko00010 - 00071 Fatty acid degradation PATH:ko00071 - 00350 Tyrosine metabolism PATH:ko00350 - 00625 Chloroalkane and chloroalkene degradation PATH:ko00625 - 00626 Naphthalene degradation PATH:ko00626"
"Bcen2424_4007","ABK10743.1","major facilitator superfamily MFS_1","2"," 894665"," 895828","-"," 1164"," 387","Primary Assembly",NA,""
"Bcen2424_4008","ABK10744.1","ornithine decarboxylase","2"," 896052"," 898271","-"," 2220"," 739","Primary Assembly"," 3","00330 Arginine and proline metabolism PATH:ko00330 - 00480 Glutathione metabolism PATH:ko00480"
"Bcen2424_4009","ABK10745.1","conserved hypothetical protein","2"," 898290"," 898535","+","  246","  81","Primary Assembly",NA,""
"Bcen2424_4010","ABK10746.1","ornithine decarboxylase","2"," 898657"," 901041","+"," 2385"," 794","Primary Assembly",NA,""
"Bcen2424_4011","ABK10747.1","putrescine:ornithine antiporter, APA family","2"," 901107"," 902492","+"," 1386"," 461","Primary Assembly",NA,""
"Bcen2424_4012","ABK10748.1","transcriptional regulator, LysR family","2"," 902496"," 903404","-","  909"," 302","Primary Assembly",NA,""
"Bcen2424_4013","ABK10749.1","protein of unknown function DUF1089","2"," 903603"," 904187","+","  585"," 194","Primary Assembly",NA,""
"Bcen2424_4014","ABK10750.1","aliphatic sulfonates family ABC transporter, periplasmic ligand-binding protein","2"," 904192"," 905184","-","  993"," 330","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 02010 ABC transporters PATH:ko02010"
"Bcen2424_4015","ABK10751.1","protein of unknown function DUF427","2"," 905684"," 906091","-","  408"," 135","Primary Assembly",NA,""
"Bcen2424_4016","ABK10752.1","extracellular solute-binding protein, family 5","2"," 906459"," 908120","+"," 1662"," 553","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_4017","ABK10753.1","Taurine dioxygenase","2"," 908170"," 909117","-","  948"," 315","Primary Assembly",NA,""
"Bcen2424_4018","ABK10754.1","Taurine dioxygenase","2"," 909275"," 910228","-","  954"," 317","Primary Assembly",NA,""
"Bcen2424_4019","ABK10755.1","ABC transporter related","2"," 910377"," 911222","-","  846"," 281","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 02010 ABC transporters PATH:ko02010"
"Bcen2424_4020","ABK10756.1","binding-protein-dependent transport systems inner membrane component","2"," 911263"," 912078","-","  816"," 271","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 02010 ABC transporters PATH:ko02010"
"Bcen2424_4021","ABK10757.1","binding-protein-dependent transport systems inner membrane component","2"," 912114"," 912956","-","  843"," 280","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 02010 ABC transporters PATH:ko02010"
"Bcen2424_4022","ABK10758.1","ABC nitrate/sulfonate/bicarbonate family transporter, periplasmic ligand binding protein","2"," 912978"," 914102","-"," 1125"," 374","Primary Assembly"," 3","00920 Sulfur metabolism PATH:ko00920 - 02010 ABC transporters PATH:ko02010"
"Bcen2424_4023","ABK10759.1","conserved hypothetical protein","2"," 914149"," 915396","-"," 1248"," 415","Primary Assembly",NA,""
"Bcen2424_4024","ABK10760.1","glycosyl transferase, family 2","2"," 915403"," 916500","-"," 1098"," 365","Primary Assembly",NA,""
"Bcen2424_4025","ABK10761.1","conserved hypothetical protein","2"," 916810"," 917184","+","  375"," 124","Primary Assembly",NA,""
"Bcen2424_4026","ABK10762.1","ABC nitrate/sulfonate/bicarbonate family transporter, periplasmic ligand binding protein","2"," 917206"," 918192","-","  987"," 328","Primary Assembly",NA,""
"Bcen2424_4027","ABK10763.1","conserved hypothetical protein","2"," 918421"," 918852","-","  432"," 143","Primary Assembly",NA,""
"Bcen2424_4028","ABK10764.1","transcriptional regulator, LysR family","2"," 919016"," 920200","-"," 1185"," 394","Primary Assembly",NA,""
"Bcen2424_4029","ABK10765.1","Asp/Glu racemase","2"," 920262"," 920984","-","  723"," 240","Primary Assembly",NA,""
"Bcen2424_4030","ABK10766.1","permease for cytosine/purines, uracil, thiamine, allantoin","2"," 921008"," 922558","-"," 1551"," 516","Primary Assembly",NA,""
"Bcen2424_4031","ABK10767.1","conserved hypothetical protein","2"," 922814"," 923167","-","  354"," 117","Primary Assembly",NA,""
"Bcen2424_4032","ABK10768.1","conserved hypothetical protein","2"," 923242"," 923793","+","  552"," 183","Primary Assembly",NA,""
"Bcen2424_4033","ABK10769.1","conserved hypothetical protein","2"," 923901"," 924662","-","  762"," 253","Primary Assembly",NA,""
"Bcen2424_4034","ABK10770.1","major facilitator superfamily MFS_1","2"," 924945"," 926252","-"," 1308"," 435","Primary Assembly",NA,""
"Bcen2424_4035","ABK10771.1","conserved hypothetical protein","2"," 926466"," 926705","+","  240","  79","Primary Assembly",NA,""
"Bcen2424_4036","ABK10772.1","transcriptional regulator, MarR family","2"," 926792"," 927238","+","  447"," 148","Primary Assembly",NA,""
"Bcen2424_4037","ABK10773.1","aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding protein","2"," 927264"," 929651","-"," 2388"," 795","Primary Assembly",NA,""
"Bcen2424_4038","ABK10774.1","isochorismatase hydrolase","2"," 929769"," 930416","-","  648"," 215","Primary Assembly",NA,""
"Bcen2424_4039","ABK10775.1","conserved hypothetical protein","2"," 930436"," 931476","-"," 1041"," 346","Primary Assembly",NA,""
"Bcen2424_4040","ABK10776.1","alpha/beta hydrolase fold protein","2"," 931521"," 932351","-","  831"," 276","Primary Assembly",NA,""
"Bcen2424_4041","ABK10777.1","Asp/Glu racemase","2"," 932379"," 933131","-","  753"," 250","Primary Assembly"," 3","00650 Butanoate metabolism PATH:ko00650 - 00760 Nicotinate and nicotinamide metabolism PATH:ko00760"
"Bcen2424_4042","ABK10778.1","Salicylate 1-monooxygenase","2"," 933430"," 934587","+"," 1158"," 385","Primary Assembly",NA,""
"Bcen2424_4043","ABK10779.1","(2Fe-2S)-binding domain protein","2"," 934772"," 935275","+","  504"," 167","Primary Assembly",NA,""
"Bcen2424_4044","ABK10780.1","cytochrome c, class I","2"," 935265"," 937685","+"," 2421"," 806","Primary Assembly",NA,""
"Bcen2424_4045","ABK10781.1","conserved hypothetical protein","2"," 937910"," 938242","+","  333"," 110","Primary Assembly",NA,""
"Bcen2424_4046","ABK10782.1","3-hydroxyisobutyrate dehydrogenase","2"," 938358"," 939248","-","  891"," 296","Primary Assembly",NA,""
"Bcen2424_4047","ABK10783.1","methylmalonate-semialdehyde dehydrogenase (acylating)","2"," 939263"," 940789","-"," 1527"," 508","Primary Assembly"," 3","00640 Propanoate metabolism PATH:ko00640 - 00562 Inositol phosphate metabolism PATH:ko00562 - 00280 Valine, leucine and isoleucine degradation PATH:ko00280 - 00410 beta-Alanine metabolism PATH:ko00410"
"Bcen2424_4048","ABK10784.1","major facilitator superfamily MFS_1","2"," 940901"," 942220","-"," 1320"," 439","Primary Assembly",NA,""
"Bcen2424_4049","ABK10785.1","transcriptional regulator, LysR family","2"," 942379"," 943338","+","  960"," 319","Primary Assembly",NA,""
"Bcen2424_4050","ABK10786.1","conserved hypothetical protein","2"," 943421"," 944212","+","  792"," 263","Primary Assembly",NA,""
"Bcen2424_4051","ABK10787.1","haloacid dehalogenase, type II","2"," 944280"," 945080","-","  801"," 266","Primary Assembly"," 3","00625 Chloroalkane and chloroalkene degradation PATH:ko00625 - 00361 Chlorocyclohexane and chlorobenzene degradation PATH:ko00361"
"Bcen2424_4052","ABK10788.1","isochorismatase hydrolase","2"," 945204"," 945842","-","  639"," 212","Primary Assembly",NA,""
"Bcen2424_4053","ABK10789.1","transcriptional regulator, LysR family","2"," 945948"," 946856","+","  909"," 302","Primary Assembly",NA,""
"Bcen2424_4054","ABK10790.1","diguanylate cyclase/phosphodiesterase with GAF sensor","2"," 947127"," 949376","+"," 2250"," 749","Primary Assembly",NA,""
"Bcen2424_4055","ABK10791.1","response regulator receiver modulated diguanylate cyclase","2"," 949399"," 950463","-"," 1065"," 354","Primary Assembly",NA,""
"Bcen2424_4056","ABK10792.1","response regulator receiver modulated CheB methylesterase","2"," 950541"," 951632","-"," 1092"," 363","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_4057","ABK10793.1","conserved hypothetical protein","2"," 951858"," 952286","+","  429"," 142","Primary Assembly",NA,""
"Bcen2424_4058","ABK10794.1","conserved hypothetical protein","2"," 952335"," 952559","-","  225","  74","Primary Assembly",NA,""
"Bcen2424_4059","ABK10795.1","protein of unknown function DUF969","2"," 952831"," 953520","+","  690"," 229","Primary Assembly",NA,""
"Bcen2424_4060","ABK10796.1","protein of unknown function DUF979","2"," 953517"," 954467","+","  951"," 316","Primary Assembly",NA,""
"Bcen2424_4061","ABK10797.1","conserved hypothetical protein","2"," 954472"," 955509","+"," 1038"," 345","Primary Assembly",NA,""
"Bcen2424_4062","ABK10798.1","asparaginase","2"," 955667"," 956728","+"," 1062"," 353","Primary Assembly",NA,""
"Bcen2424_4063","ABK10799.1","transcriptional regulator, LysR family","2"," 956971"," 957945","-","  975"," 324","Primary Assembly",NA,""
"Bcen2424_4064","ABK10800.1","aspartate ammonia-lyase","2"," 958088"," 959494","+"," 1407"," 468","Primary Assembly",NA,""
"Bcen2424_4065","ABK10801.1","asparagine:proton symporter, AAT family","2"," 959573"," 961078","+"," 1506"," 501","Primary Assembly",NA,""
"Bcen2424_4066","ABK10802.1","phospholipase/Carboxylesterase","2"," 961137"," 961826","-","  690"," 229","Primary Assembly",NA,""
"Bcen2424_4067","ABK10803.1","putative virulence-associated protein","2"," 961947"," 962222","+","  276","  91","Primary Assembly",NA,""
"Bcen2424_4068","ABK10804.1","putative CheA signal transduction histidine kinase","2"," 962550"," 964937","+"," 2388"," 795","Primary Assembly",NA,""
"Bcen2424_4069","ABK10805.1","methyl-accepting chemotaxis sensory transducer","2"," 964942"," 965688","+","  747"," 248","Primary Assembly",NA,""
"Bcen2424_4070","ABK10806.1","conserved hypothetical protein","2"," 965685"," 966266","+","  582"," 193","Primary Assembly",NA,""
"Bcen2424_4071","ABK10807.1","conserved hypothetical protein","2"," 966289"," 967248","+","  960"," 319","Primary Assembly",NA,""
"Bcen2424_4072","ABK10808.1","response regulator receiver protein","2"," 967285"," 967650","+","  366"," 121","Primary Assembly"," 3","02020 Two-component system PATH:ko02020 - 02030 Bacterial chemotaxis PATH:ko02030"
"Bcen2424_4073","ABK10809.1","conserved hypothetical protein","2"," 967794"," 968246","+","  453"," 150","Primary Assembly",NA,""
"Bcen2424_4074","ABK10810.1","conserved hypothetical protein","2"," 968396"," 969346","+","  951"," 316","Primary Assembly",NA,""
"Bcen2424_4075","ABK10811.1","transcriptional regulator, LysR family","2"," 969359"," 970252","-","  894"," 297","Primary Assembly",NA,""
"Bcen2424_4076","ABK10812.1","major facilitator superfamily MFS_1","2"," 970372"," 971802","+"," 1431"," 476","Primary Assembly",NA,""
"Bcen2424_4077","ABK10813.1","Enoyl-CoA hydratase","2"," 971910"," 972782","+","  873"," 290","Primary Assembly",NA,""
"Bcen2424_4078","ABK10814.1","alanine racemase","2"," 972979"," 974100","-"," 1122"," 373","Primary Assembly"," 3","00473 D-Alanine metabolism PATH:ko00473 - 01502 Vancomycin resistance PATH:ko01502"
"Bcen2424_4079","ABK10815.1","membrane protein-like protein","2"," 974404"," 974775","+","  372"," 123","Primary Assembly",NA,""
"Bcen2424_4080","ABK10816.1","transcriptional regulator, LysR family","2"," 974799"," 975746","-","  948"," 315","Primary Assembly",NA,""
"Bcen2424_4081","ABK10817.1","ABC transporter, transmembrane region, type 1","2"," 975865"," 979404","+"," 3540","1179","Primary Assembly",NA,""
"Bcen2424_4082","ABK10818.1","L-glutamine-binding protein","2"," 979912"," 980664","+","  753"," 250","Primary Assembly",NA,""
"Bcen2424_4083","ABK10819.1","L-glutamine ABC transporter membrane protein","2"," 980680"," 981387","+","  708"," 235","Primary Assembly",NA,""
"Bcen2424_4084","ABK10820.1","L-glutamine ABC transporter ATP-binding protein","2"," 981384"," 982112","+","  729"," 242","Primary Assembly",NA,""
"Bcen2424_4085","ABK10821.1","peptidase C45, acyl-coenzyme A:6-aminopenicillanic acid acyl-transferase","2"," 982133"," 983182","+"," 1050"," 349","Primary Assembly",NA,""
"Bcen2424_4086","ABK10822.1","aminotransferase","2"," 983198"," 984532","+"," 1335"," 444","Primary Assembly",NA,""
"Bcen2424_4087","ABK10823.1","Carboxymuconolactone decarboxylase","2"," 984558"," 985112","+","  555"," 184","Primary Assembly",NA,""
"Bcen2424_4088","ABK10824.1","Aspartyl/Asparaginyl beta-hydroxylase","2"," 985318"," 986217","+","  900"," 299","Primary Assembly",NA,""
"Bcen2424_4089","ABK10825.1","conserved hypothetical protein","2"," 986374"," 987207","+","  834"," 277","Primary Assembly",NA,""
"Bcen2424_4090","ABK10826.1","FAD-dependent pyridine nucleotide-disulphide oxidoreductase","2"," 987303"," 988904","-"," 1602"," 533","Primary Assembly",NA,""
"Bcen2424_4091","ABK10827.1","alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen","2"," 989023"," 989586","-","  564"," 187","Primary Assembly",NA,""
"Bcen2424_4092","ABK10828.1","PilT protein domain protein","2"," 989883"," 990248","-","  366"," 121","Primary Assembly",NA,""
"Bcen2424_4093","ABK10829.1","conserved hypothetical protein","2"," 990242"," 990460","-","  219","  72","Primary Assembly",NA,""
"Bcen2424_4094","ABK10830.1","transcriptional regulator, LysR family","2"," 990552"," 991448","-","  897"," 298","Primary Assembly",NA,""
"Bcen2424_4095","ABK10831.1","amino acid/amide ABC transporter substrate-binding protein, HAAT family","2"," 991629"," 992795","+"," 1167"," 388","Primary Assembly"," 3","02010 ABC transporters PATH:ko02010 - 02024 Quorum sensing PATH:ko02024"
"Bcen2424_4096","ABK10832.1","conserved hypothetical protein","2"," 992837"," 993361","+","  525"," 174","Primary Assembly",NA,""
"Bcen2424_4097","ABK10833.1","amidase, hydantoinase/carbamoylase family","2"," 993354"," 994610","+"," 1257"," 418","Primary Assembly",NA,""
"Bcen2424_4098","ABK10834.1","cytochrome c, class I","2"," 994644"," 995480","-","  837"," 278","Primary Assembly",NA,""
"Bcen2424_4099","ABK10835.1","conserved hypothetical protein","2"," 995770"," 997038","-"," 1269"," 422","Primary Assembly",NA,""
"Bcen2424_4100","ABK10836.1","glutamine--fructose-6-phosphate transaminase","2"," 997035"," 998858","-"," 1824"," 607","Primary Assembly"," 3","00520 Amino sugar and nucleotide sugar metabolism PATH:ko00520 - 00250 Alanine, aspartate and glutamate metabolism PATH:ko00250"
"Bcen2424_4101","ABK10837.1","conserved hypothetical protein","2"," 998977"," 999465","-","  489"," 162","Primary Assembly",NA,""
"Bcen2424_4102","ABK10838.1","glycosyl transferase, family 2","2"," 999443","1000714","-"," 1272"," 423","Primary Assembly",NA,""
"Bcen2424_4103","ABK10839.1","polysaccharide deacetylase","2","1000711","1002804","-"," 2094"," 697","Primary Assembly",NA,""
"Bcen2424_4104","ABK10840.1","conserved hypothetical protein","2","1002818","1005448","-"," 2631"," 876","Primary Assembly",NA,""
"Bcen2424_4105","ABK10841.1","conserved hypothetical protein","2","1005553","1006329","-","  777"," 258","Primary Assembly",NA,""
"Bcen2424_4106","ABK10842.1","conserved hypothetical protein","2","1006397","1006822","-","  426"," 141","Primary Assembly",NA,""
"Bcen2424_4107","ABK10843.1","transcriptional regulator, LysR family","2","1007455","1008450","-","  996"," 331","Primary Assembly",NA,""
"Bcen2424_4108","ABK10844.1","protein of unknown function DUF404","2","1009024","1010454","+"," 1431"," 476","Primary Assembly",NA,""
"Bcen2424_4109","ABK10845.1","protein of unknown function DUF403","2","1010519","1011460","+","  942"," 313","Primary Assembly",NA,""
"Bcen2424_4110","ABK10846.1","transglutaminase, N-terminal domain protein","2","1011469","1012476","+"," 1008"," 335","Primary Assembly",NA,""
"Bcen2424_4111","ABK10847.1","transglutaminase, N-terminal domain protein","2","1012569","1015982","+"," 3414","1137","Primary Assembly",NA,""
"Bcen2424_4112","ABK10848.1","protein of unknown function DUF404","2","1016197","1018803","+"," 2607"," 868","Primary Assembly",NA,""
"Bcen2424_4113","ABK10849.1","transglutaminase, N-terminal domain protein","2","1018797","1019900","+"," 1104"," 367","Primary Assembly",NA,""
"Bcen2424_4114","ABK10850.1","conserved hypothetical protein","2","1020059","1020349","+","  291","  96","Primary Assembly",NA,""
"Bcen2424_4115","ABK10851.1","prolyl aminopeptidase, Serine peptidase, MEROPS family S33","2","1020419","1021351","-","  933"," 310","Primary Assembly",NA,""
"Bcen2424_4116","ABK10852.1","acyltransferase 3","2","1021682","1022833","+"," 1152"," 383","Primary Assembly",NA,""
"Bcen2424_4117","ABK10853.1","conserved hypothetical protein","2","1022863","1023681","-","  819"," 272","Primary Assembly",NA,""
"Bcen2424_4118","ABK10854.1","Patatin","2","1023823","1025595","-"," 1773"," 590","Primary Assembly",NA,""
"Bcen2424_4119","ABK10855.1","aminotransferase, class V","2","1025883","1026947","-"," 1065"," 354","Primary Assembly",NA,""
"Bcen2424_4120","ABK10856.1","thiamine pyrophosphate enzyme domain protein TPP-binding protein","2","1026947","1028143","-"," 1197"," 398","Primary Assembly",NA,""
"Bcen2424_4121","ABK10857.1","2,3-dimethylmalate lyase","2","1028140","1029825","-"," 1686"," 561","Primary Assembly",NA,""
"Bcen2424_4122","ABK10858.1","sugar nucleotidyltransferases-like protein","2","1029822","1030589","-","  768"," 255","Primary Assembly",NA,""
