locusTag	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non.redundant_refseq	related_accession	name	symbol	GeneID	feature_interval_length	product_length	attributes	level	annotation
Bcen2424_4793	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1780062	1781606	+	ABK11527.1	NA	NA	major facilitator superfamily MFS_1	NA	NA	1545	514	NA	NA	
Bcen2424_1616	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1780071	1781375	+	ABK08368.1	NA	NA	metabolite/H+ symporter, major facilitator superfamily (MFS)	NA	NA	1305	434	NA	NA	
Bcen2424_4794	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1781700	1781987	-	ABK11528.1	NA	NA	conserved hypothetical protein	NA	NA	288	95	NA	NA	
Bcen2424_1617	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1781833	1782648	+	ABK08369.1	NA	NA	amino acid ABC transporter substrate-binding protein, PAAT family	NA	NA	816	271	NA	NA	
Bcen2424_4795	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1782058	1782480	+	ABK11529.1	NA	NA	Endoribonuclease L-PSP	NA	NA	423	140	NA	NA	
Bcen2424_4796	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1782664	1784052	-	ABK11530.1	NA	NA	Inner membrane CreD family protein	NA	NA	1389	462	NA	NA	
Bcen2424_1618	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1782743	1783465	+	ABK08370.1	NA	NA	amino acid ABC transporter membrane protein 1, PAAT family	NA	NA	723	240	NA	NA	
Bcen2424_1619	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1783468	1784193	+	ABK08371.1	NA	NA	amino acid ABC transporter membrane protein 2, PAAT family	NA	NA	726	241	NA	NA	
Bcen2424_4797	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1784156	1785607	-	ABK11531.1	NA	NA	periplasmic sensor signal transduction histidine kinase	NA	NA	1452	483	NA	NA	
Bcen2424_1620	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1784356	1785621	-	ABK08372.1	NA	NA	peptidase M23B	NA	NA	1266	421	NA	NA	
Bcen2424_4798	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1785623	1786336	-	ABK11532.1	NA	NA	two component transcriptional regulator, winged helix family	NA	NA	714	237	NA	NA	
Bcen2424_1621	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1785960	1786607	-	ABK08373.1	NA	NA	transcriptional regulator, TetR family	NA	NA	648	215	NA	NA	
Bcen2424_4799	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1786426	1787139	-	ABK11533.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	714	237	NA	NA	
Bcen2424_1622	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1786759	1787961	+	ABK08374.1	NA	NA	efflux transporter, RND family, MFP subunit	NA	NA	1203	400	NA	3	02020 Two-component system [PATH:ko02020]|01501 beta-Lactam resistance [PATH:ko01501]
Bcen2424_4800	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1787540	1788217	+	ABK11534.1	NA	NA	conserved hypothetical protein	NA	NA	678	225	NA	NA	
Bcen2424_1623	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1787977	1791117	+	ABK08375.1	NA	NA	transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	NA	NA	3141	1046	NA	3	02020 Two-component system [PATH:ko02020]|01501 beta-Lactam resistance [PATH:ko01501]
Bcen2424_4801	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1788310	1789119	-	ABK11535.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	810	269	NA	3	00061 Fatty acid biosynthesis [PATH:ko00061]|00780 Biotin metabolism [PATH:ko00780]|00333 Prodigiosin biosynthesis [PATH:ko00333]
Bcen2424_4802	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1789116	1789949	-	ABK11536.1	NA	NA	conserved hypothetical protein	NA	NA	834	277	NA	NA	
Bcen2424_4803	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1790120	1790914	+	ABK11537.1	NA	NA	transcriptional regulator, AraC family	NA	NA	795	264	NA	NA	
Bcen2424_4804	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1791033	1792028	+	ABK11538.1	NA	NA	protein of unknown function DUF6, transmembrane	NA	NA	996	331	NA	NA	
Bcen2424_1624	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1791117	1792577	+	ABK08376.1	NA	NA	RND efflux system, outer membrane lipoprotein, NodT family	NA	NA	1461	486	NA	3	02024 Quorum sensing [PATH:ko02024]|01501 beta-Lactam resistance [PATH:ko01501]
Bcen2424_4805	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1792231	1792779	+	ABK11539.1	NA	NA	conserved hypothetical protein	NA	NA	549	182	NA	NA	
Bcen2424_1625	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1792606	1792965	+	ABK08377.1	NA	NA	conserved hypothetical protein	NA	NA	360	119	NA	NA	
Bcen2424_4806	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1792874	1793008	-	ABK11540.1	NA	NA	Entericidin EcnAB	NA	NA	135	44	NA	NA	
Bcen2424_4807	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1793243	1794538	+	ABK11541.1	NA	NA	aspartate carbamoyltransferase	NA	NA	1296	431	NA	3	00240 Pyrimidine metabolism [PATH:ko00240]|00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]
Bcen2424_1626	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1793433	1793945	+	ABK08378.1	NA	NA	Fimbrial protein	NA	NA	513	170	NA	NA	
Bcen2424_1627	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1794034	1796520	+	ABK08379.1	NA	NA	fimbrial biogenesis outer membrane usher protein	NA	NA	2487	828	NA	NA	
Bcen2424_4808	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1795035	1797278	+	ABK11542.1	NA	NA	TonB-dependent siderophore receptor	NA	NA	2244	747	NA	NA	
Bcen2424_1628	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1796492	1797283	+	ABK08380.1	NA	NA	pili assembly chaperone	NA	NA	792	263	NA	NA	
Bcen2424_1629	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1797280	1798305	+	ABK08381.1	NA	NA	fimbrial protein	NA	NA	1026	341	NA	NA	
Bcen2424_4809	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1797282	1798037	+	ABK11543.1	NA	NA	Sel1 domain protein repeat-containing protein	NA	NA	756	251	NA	NA	
Bcen2424_4810	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1798034	1798717	+	ABK11544.1	NA	NA	2OG-Fe(II) oxygenase	NA	NA	684	227	NA	NA	
Bcen2424_1630	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1798530	1798667	-	ABK08382.1	NA	NA	conserved hypothetical protein	NA	NA	138	45	NA	NA	
Bcen2424_4811	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1798710	1799039	+	ABK11545.1	NA	NA	conserved hypothetical protein	NA	NA	330	109	NA	NA	
Bcen2424_1631	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1798714	1798941	-	ABK08383.1	NA	NA	conserved hypothetical protein	NA	NA	228	75	NA	NA	
Bcen2424_1632	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1799235	1799903	+	ABK08384.1	NA	NA	RNA polymerase, sigma-24 subunit, RpoE	NA	NA	669	222	NA	NA	
Bcen2424_4812	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1799287	1799979	+	ABK11546.1	NA	NA	peptidase M15D, vanX D-ala-D-ala dipeptidase	NA	NA	693	230	NA	3	02020 Two-component system [PATH:ko02020]|01502 Vancomycin resistance [PATH:ko01502]
Bcen2424_1633	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1799989	1800231	+	ABK08385.1	NA	NA	MbtH domain protein	NA	NA	243	80	NA	NA	
Bcen2424_4813	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1800082	1800666	+	ABK11547.1	NA	NA	uncharacterized MobA-related protein	NA	NA	585	194	NA	NA	
Bcen2424_1634	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1800277	1801284	+	ABK08386.1	NA	NA	Taurine catabolism dioxygenase TauD/TfdA	NA	NA	1008	335	NA	NA	
Bcen2424_4814	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1800684	1800980	+	ABK11548.1	NA	NA	conserved hypothetical protein	NA	NA	297	98	NA	NA	
Bcen2424_4815	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1801032	1801757	-	ABK11549.1	NA	NA	short-chain dehydrogenase/reductase SDR	NA	NA	726	241	NA	NA	
Bcen2424_1635	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1801284	1802132	+	ABK08387.1	NA	NA	ABC transporter related protein	NA	NA	849	282	NA	NA	
Bcen2424_4816	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1801787	1803334	-	ABK11550.1	NA	NA	Xylulokinase	NA	NA	1548	515	NA	NA	
Bcen2424_1636	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1802129	1804219	+	ABK08388.1	NA	NA	transport system permease protein	NA	NA	2091	696	NA	NA	
Bcen2424_4817	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1803364	1804452	-	ABK11551.1	NA	NA	Alcohol dehydrogenase GroES domain protein	NA	NA	1089	362	NA	NA	
Bcen2424_1637	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1804216	1805016	+	ABK08389.1	NA	NA	ferric iron reductase	NA	NA	801	266	NA	NA	
Bcen2424_4818	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1804499	1805512	-	ABK11552.1	NA	NA	monosaccharide ABC transporter membrane protein, CUT2 family	NA	NA	1014	337	NA	NA	
Bcen2424_1638	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1805013	1806038	+	ABK08390.1	NA	NA	periplasmic binding protein	NA	NA	1026	341	NA	NA	
Bcen2424_4819	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1805499	1807019	-	ABK11553.1	NA	NA	monosaccharide ABC transporter ATP-binding protein, CUT2 family	NA	NA	1521	506	NA	NA	
Bcen2424_1639	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1806227	1808050	-	ABK08391.1	NA	NA	cyclic peptide transporter	NA	NA	1824	607	NA	NA	
Bcen2424_4820	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1807082	1808029	-	ABK11554.1	NA	NA	monosaccharide ABC transporter substrate-binding protein, CUT2 family	NA	NA	948	315	NA	3	02010 ABC transporters [PATH:ko02010]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_4821	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1808150	1809109	-	ABK11555.1	NA	NA	transcriptional regulator, AraC family	NA	NA	960	319	NA	NA	
Bcen2424_1640	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1808203	1817898	+	ABK08392.1	NA	NA	amino acid adenylation domain protein	NA	NA	9696	3231	NA	NA	
Bcen2424_4822	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1809360	1810307	-	ABK11556.1	NA	NA	ketopantoate reductase	NA	NA	948	315	NA	NA	
Bcen2424_4823	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1810484	1812109	+	ABK11557.1	NA	NA	methyl-accepting chemotaxis sensory transducer	NA	NA	1626	541	NA	3	02020 Two-component system [PATH:ko02020]|02030 Bacterial chemotaxis [PATH:ko02030]
Bcen2424_4824	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1812162	1812839	-	ABK11558.1	NA	NA	two component transcriptional regulator, LuxR family	NA	NA	678	225	NA	NA	
Bcen2424_4825	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1813216	1813707	+	ABK11559.1	NA	NA	conserved hypothetical protein	NA	NA	492	163	NA	NA	
Bcen2424_4826	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1813733	1814239	-	ABK11560.1	NA	NA	conserved hypothetical protein	NA	NA	507	168	NA	NA	
Bcen2424_4827	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1814370	1815767	-	ABK11561.1	NA	NA	sigma54 specific transcriptional regulator, Fis family	NA	NA	1398	465	NA	NA	
Bcen2424_4828	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1815903	1816487	-	ABK11562.1	NA	NA	conserved hypothetical protein	NA	NA	585	194	NA	NA	
Bcen2424_4829	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1816643	1818301	-	ABK11563.1	NA	NA	conserved hypothetical protein	NA	NA	1659	552	NA	NA	
Bcen2424_1641	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1817908	1822896	+	ABK08393.1	NA	NA	amino acid adenylation domain protein	NA	NA	4989	1662	NA	NA	
Bcen2424_4830	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1818346	1818627	-	ABK11564.1	NA	NA	conserved hypothetical protein	NA	NA	282	93	NA	NA	
Bcen2424_4831	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1818707	1819297	-	ABK11565.1	NA	NA	conserved hypothetical protein	NA	NA	591	196	NA	NA	
Bcen2424_4832	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1819409	1819732	-	ABK11566.1	NA	NA	conserved hypothetical protein	NA	NA	324	107	NA	NA	
Bcen2424_4833	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1820190	1820441	-	ABK11567.1	NA	NA	conserved hypothetical protein	NA	NA	252	83	NA	NA	
Bcen2424_4834	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1821418	1821801	+	ABK11568.1	NA	NA	conserved hypothetical protein	NA	NA	384	127	NA	NA	
Bcen2424_4835	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1822026	1822949	-	ABK11569.1	NA	NA	transcriptional regulator, AraC family	NA	NA	924	307	NA	NA	
Bcen2424_1642	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1822886	1823917	+	ABK08394.1	NA	NA	conserved hypothetical protein	NA	NA	1032	343	NA	NA	
Bcen2424_4836	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1823131	1823592	+	ABK11570.1	NA	NA	(2Fe-2S)-binding domain protein	NA	NA	462	153	NA	NA	
Bcen2424_4837	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1823595	1825805	+	ABK11571.1	NA	NA	aldehyde oxidase and xanthine dehydrogenase, molybdopterin binding protein	NA	NA	2211	736	NA	NA	
Bcen2424_1643	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1823950	1825326	+	ABK08395.1	NA	NA	lysine/ornithine N-monooxygenase	NA	NA	1377	458	NA	NA	
Bcen2424_1644	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1825349	1827613	+	ABK08396.1	NA	NA	TonB-dependent siderophore receptor	NA	NA	2265	754	NA	NA	
Bcen2424_4838	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1826255	1826653	+	ABK11572.1	NA	NA	response regulator receiver protein	NA	NA	399	132	NA	NA	
Bcen2424_4839	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1827036	1828190	+	ABK11573.1	NA	NA	type III secretion system apparatus protein YscQ/HrcQ	NA	NA	1155	384	NA	NA	
Bcen2424_1645	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1827701	1828540	+	ABK08397.1	NA	NA	folate-dependent phosphoribosylglycinamide formyltransferase PurN-like protein	NA	NA	840	279	NA	NA	
Bcen2424_4840	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1828194	1828868	+	ABK11574.1	NA	NA	Yop virulence translocation R	NA	NA	675	224	NA	NA	
Bcen2424_1646	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1828540	1829556	+	ABK08398.1	NA	NA	conserved hypothetical protein	NA	NA	1017	338	NA	NA	
Bcen2424_4841	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1828865	1829653	+	ABK11575.1	NA	NA	Lytic transglycosylase, catalytic	NA	NA	789	262	NA	NA	
Bcen2424_1647	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1829686	1830591	-	ABK08399.1	NA	NA	conserved hypothetical protein	NA	NA	906	301	NA	NA	
Bcen2424_4842	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1829906	1843435	+	ABK11576.1	NA	NA	conserved hypothetical protein	NA	NA	13530	4509	NA	NA	
Bcen2424_1648	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1830560	1831630	-	ABK08400.1	NA	NA	conserved hypothetical protein	NA	NA	1071	356	NA	NA	
Bcen2424_1649	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1831983	1833146	+	ABK08401.1	NA	NA	amidohydrolase	NA	NA	1164	387	NA	NA	
Bcen2424_1650	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1833271	1833558	+	ABK08402.1	NA	NA	putative transcriptional regulator, CopG/Arc/MetJ family	NA	NA	288	95	NA	NA	
Bcen2424_1651	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1833610	1834920	-	ABK08403.1	NA	NA	cobyrinate a,c-diamide synthase / hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolysing)	NA	NA	1311	436	NA	NA	
Bcen2424_1652	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1834923	1835525	-	ABK08404.1	NA	NA	cob(I)yrinic acid a,c-diamide adenosyltransferase	NA	NA	603	200	NA	NA	
Bcen2424_1653	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1835560	1835937	-	ABK08405.1	NA	NA	conserved hypothetical protein	NA	NA	378	125	NA	NA	
Bcen2424_1654	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1835934	1836683	-	ABK08406.1	NA	NA	uroporphyrinogen-III C-methyltransferase	NA	NA	750	249	NA	NA	
Bcen2424_1655	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1837157	1839127	-	ABK08407.1	NA	NA	TonB-dependent siderophore receptor	NA	NA	1971	656	NA	NA	
Bcen2424_1656	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1840041	1841129	+	ABK08408.1	NA	NA	cobalamin biosynthesis protein CobW	NA	NA	1089	362	NA	NA	
Bcen2424_1657	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1841136	1844945	+	ABK08409.1	NA	NA	cobaltochelatase CobN subunit	NA	NA	3810	1269	NA	NA	
Bcen2424_4843	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1843492	1845462	-	ABK11577.1	NA	NA	asparagine synthase (glutamine-hydrolyzing)	NA	NA	1971	656	NA	NA	
Bcen2424_1658	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1844942	1846018	+	ABK08410.1	NA	NA	protoporphyrin IX magnesium-chelatase	NA	NA	1077	358	NA	NA	
Bcen2424_4844	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1845733	1846764	-	ABK11578.1	NA	NA	type III secretion exporter	NA	NA	1032	343	NA	NA	
Bcen2424_1659	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1846087	1846695	+	ABK08411.1	NA	NA	Mg-chelatase subunit ChlD-like protein	NA	NA	609	202	NA	NA	
Bcen2424_1660	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1846757	1847209	+	ABK08412.1	NA	NA	protein of unknown function DUF188	NA	NA	453	150	NA	NA	
Bcen2424_4845	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1846781	1847590	-	ABK11579.1	NA	NA	type III secretion protein SpaR/YscT/HrcT	NA	NA	810	269	NA	NA	
Bcen2424_1661	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1847264	1848772	+	ABK08413.1	NA	NA	Tetratricopeptide TPR_2 repeat protein	NA	NA	1509	502	NA	NA	
Bcen2424_4846	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1847584	1848264	-	ABK11580.1	NA	NA	mucin-associated surface protein (MASP)	NA	NA	681	226	NA	NA	
Bcen2424_4847	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1848257	1849633	-	ABK11581.1	NA	NA	type III secretion apparatus H+-transporting two-sector ATPase	NA	NA	1377	458	NA	NA	
Bcen2424_1662	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1848886	1849572	+	ABK08414.1	NA	NA	conserved hypothetical protein	NA	NA	687	228	NA	NA	
Bcen2424_1663	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1849601	1849927	+	ABK08415.1	NA	NA	low molecular weight phosphotyrosine protein phosphatase	NA	NA	327	108	NA	NA	
Bcen2424_4848	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1849630	1850259	-	ABK11582.1	NA	NA	type III secretion apparatus protein, HrpE/YscL family	NA	NA	630	209	NA	NA	
Bcen2424_1664	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1849961	1850383	-	ABK08416.1	NA	NA	NUDIX hydrolase	NA	NA	423	140	NA	NA	
Bcen2424_4849	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1850241	1850990	-	ABK11583.1	NA	NA	conserved hypothetical protein	NA	NA	750	249	NA	NA	
Bcen2424_1665	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1850536	1850796	-	ABK08417.1	NA	NA	conserved hypothetical protein	NA	NA	261	86	NA	NA	
Bcen2424_4850	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1850987	1851865	-	ABK11584.1	NA	NA	type III secretion apparatus lipoprotein, YscJ/HrcJ family	NA	NA	879	292	NA	NA	
Bcen2424_1666	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1851073	1852248	+	ABK08418.1	NA	NA	L-carnitine dehydratase/bile acid-inducible protein F	NA	NA	1176	391	NA	NA	
Bcen2424_4851	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1851921	1852397	-	ABK11585.1	NA	NA	conserved hypothetical protein	NA	NA	477	158	NA	NA	
Bcen2424_1667	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1852381	1853682	+	ABK08419.1	NA	NA	citrate/H+ symporter, CitMHS family	NA	NA	1302	433	NA	NA	
Bcen2424_4852	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1852522	1852734	-	ABK11586.1	NA	NA	conserved hypothetical protein	NA	NA	213	70	NA	NA	
Bcen2424_4853	with_protein	GCA_000203955.1	Primary Assembly	chromosome	2	CP000459.1	1852877	1854235	-	ABK11587.1	NA	NA	type III secretion apparatus protein, YscD/HrpQ family	NA	NA	1359	452	NA	NA	
Bcen2424_1668	with_protein	GCA_000203955.1	Primary Assembly	chromosome	1	CP000458.1	1853721	1854887	+	ABK08420.1	NA	NA	acyl-CoA dehydrogenase domain protein	NA	NA	1167	388	NA	3	00071 Fatty acid degradation [PATH:ko00071]|00280 Valine, leucine and isoleucine degradation [PATH:ko00280]
